sub4	tbasej4	rp131140	rp115124b	rp125126	jlap1_125	jlap1_126	cur2_125	cur2_126
					0.360644	0.22657	-0.0554199	-0.0514677
					0.368144	0.241255	-0.0563697	-0.0514485
					0.360315	0.24254	-0.053504	-0.0533048
					0.355182	0.226377	-0.053677	-0.0545899
					0.366488	0.22589	-0.0550648	-0.0510458
					0.359353	0.228178	-0.0543105	-0.0528475
					0.358137	0.221167	-0.0533743	-0.0530379
					0.363161	0.22708	-0.0559822	-0.0528993
					0.357029	0.229396	-0.0575183	-0.051861
					0.357178	0.226085	-0.0551615	-0.0524039
					0.365037	0.236902	-0.0550374	-0.0521544
					0.360352	0.229978	-0.0547705	-0.0519215
					0.35371	0.240769	-0.0562539	-0.0533106
					0.35636	0.221279	-0.0557755	-0.05366
					0.353402	0.23348	-0.0555341	-0.0525959
					0.35192	0.226489	-0.0548431	-0.0525716
					0.3587	0.231084	-0.0555662	-0.0533113
					0.36696	0.236714	-0.0538171	-0.0527736
					0.36467	0.226569	-0.0556821	-0.0530158
					0.359014	0.21741	-0.0552739	-0.0532034
					0.368115	0.228937	-0.0551967	-0.0533493
					0.355568	0.233615	-0.0531293	-0.0549705
					0.375124	0.225167	-0.0548537	-0.0507492
					0.364925	0.234508	-0.0561175	-0.0525095
					0.357145	0.228171	-0.0547661	-0.0523428
					0.359468	0.230231	-0.0571482	-0.0518305
					0.356003	0.225174	-0.0564592	-0.0526557
					0.364428	0.232967	-0.056132	-0.0515508
					0.356329	0.23335	-0.0556113	-0.0518125
					0.355495	0.232602	-0.0567554	-0.0511809
					0.345264	0.231589	-0.0544129	-0.0533042
					0.364019	0.227797	-0.0540501	-0.0517012
					0.367057	0.226608	-0.0537966	-0.0546903
					0.362018	0.232579	-0.0557428	-0.0509245
					0.363711	0.229295	-0.0563575	-0.0511075
					0.373775	0.233622	-0.0565539	-0.0537146
					0.352858	0.231944	-0.0524106	-0.0538435
					0.35489	0.233342	-0.0553437	-0.0543739
					0.35325	0.226711	-0.0552223	-0.0528852
					0.3695	0.225813	-0.0537837	-0.0535034
					0.363728	0.224107	-0.0527634	-0.0537646
					0.364819	0.224206	-0.0568989	-0.0504406
					0.354495	0.228624	-0.0546118	-0.0541326
					0.349053	0.232656	-0.0556536	-0.0535747
					0.360744	0.224892	-0.0558039	-0.0539843
					0.347173	0.232356	-0.0534169	-0.0534388
					0.362825	0.232161	-0.0550663	-0.0534556
					0.362389	0.237095	-0.0526094	-0.0518828
					0.354884	0.234381	-0.055537	-0.0531473
					0.366809	0.232227	-0.0543297	-0.0542328
					0.355884	0.229912	-0.056147	-0.0532045
					0.360211	0.22302	-0.0523981	-0.0545288
					0.348374	0.230294	-0.0525504	-0.0512029
					0.360739	0.226112	-0.0535976	-0.0540775
					0.361882	0.22339	-0.0545633	-0.0530841
					0.365372	0.237078	-0.0549237	-0.0524594
					0.36367	0.245072	-0.0557666	-0.0551144
					0.355876	0.235698	-0.0563339	-0.0538922
					0.371458	0.22391	-0.053115	-0.0542565
					0.35049	0.226884	-0.0555448	-0.0538175
					0.361542	0.234475	-0.0537909	-0.0530502
					0.36173	0.240122	-0.0561616	-0.0524827
					0.346395	0.22486	-0.0546115	-0.0530307
					0.352773	0.224439	-0.0550079	-0.0537728
					0.368696	0.22269	-0.0545435	-0.0541639
					0.363084	0.228751	-0.053891	-0.0525439
					0.360777	0.238888	-0.0546223	-0.05496
					0.373062	0.238841	-0.0563123	-0.0546263
					0.366502	0.241781	-0.0545685	-0.0550585
					0.367302	0.233742	-0.0536341	-0.0518741
					0.361299	0.233682	-0.0534668	-0.0528148
					0.357496	0.244134	-0.0536122	-0.0528207
					0.361871	0.228401	-0.0571181	-0.0545122
					0.366998	0.236769	-0.0552413	-0.053274
					0.36098	0.22885	-0.05406	-0.0526033
					0.360287	0.235748	-0.0551177	-0.0560537
					0.358542	0.235381	-0.0549933	-0.0511083
					0.350464	0.230696	-0.0531327	-0.053427
					0.360133	0.218526	-0.0544718	-0.0537546
					0.361873	0.229833	-0.0546564	-0.0537055
					0.359632	0.230267	-0.0561208	-0.0522982
					0.349729	0.23333	-0.0551261	-0.0530946
					0.36086	0.234891	-0.0551976	-0.0508714
					0.345595	0.237368	-0.0564635	-0.0525894
					0.349532	0.229359	-0.0565346	-0.0543599
					0.351258	0.229619	-0.0536266	-0.0514719
					0.361693	0.221496	-0.0554076	-0.0543146
					0.364417	0.233607	-0.053581	-0.0502377
					0.353115	0.22938	-0.0545474	-0.0494576
					0.348319	0.227442	-0.0558455	-0.0503517
					0.37192	0.233716	-0.0538247	-0.0537604
					0.353531	0.229307	-0.0535084	-0.0516334
					0.363053	0.222886	-0.0558246	-0.0529556
					0.36048	0.228768	-0.055583	-0.0543968
					0.37275	0.229305	-0.0554852	-0.0540383
					0.360784	0.222726	-0.0569189	-0.0507962
					0.363451	0.222823	-0.0561391	-0.0517045
					0.370812	0.224031	-0.0532566	-0.0519051
					0.359957	0.236238	-0.054094	-0.0524043
					0.3696	0.23189	-0.0566475	-0.0536434
					0.336012	0.232203	-0.0544418	-0.0518605
					0.358021	0.22034	-0.0559231	-0.0516397
					0.361633	0.234227	-0.0526411	-0.0521109
					0.357798	0.229694	-0.0542591	-0.0526902
					0.360369	0.225745	-0.0575533	-0.0542773
					0.365545	0.223879	-0.0557507	-0.0521792
					0.364505	0.229681	-0.0569964	-0.0538392
					0.364336	0.231142	-0.0545092	-0.0530508
					0.359334	0.227111	-0.0522229	-0.0541343
					0.362115	0.215379	-0.0541827	-0.0539096
					0.361598	0.235894	-0.0551219	-0.0530977
					0.362811	0.227387	-0.0544982	-0.0510627
					0.356928	0.229076	-0.053943	-0.0507311
					0.376285	0.233561	-0.0536632	-0.051893
					0.367306	0.217924	-0.0551054	-0.0534625
					0.363199	0.227772	-0.0565285	-0.0535434
					0.362375	0.231751	-0.0550402	-0.053283
					0.362691	0.230048	-0.056296	-0.0535291
					0.364452	0.239751	-0.0552771	-0.0528471
					0.365348	0.23335	-0.0544342	-0.0528829
					0.359779	0.228883	-0.0547882	-0.0541996
					0.372012	0.237161	-0.0553202	-0.052644
					0.359303	0.231674	-0.0569366	-0.0535731
					0.356399	0.24585	-0.0559577	-0.0526445
					0.360436	0.24036	-0.0565068	-0.0525956
					0.360493	0.2402	-0.0558445	-0.0511262
					0.356415	0.229597	-0.0534311	-0.0530976
					0.361605	0.224079	-0.0560056	-0.0521932
					0.3561	0.239737	-0.0546635	-0.0530411
					0.361977	0.23814	-0.0560577	-0.0514098
					0.369494	0.229349	-0.0543206	-0.0523203
					0.376578	0.229715	-0.0539076	-0.0508332
					0.355908	0.230301	-0.0554958	-0.051736
					0.364831	0.231037	-0.0582107	-0.0513416
					0.370155	0.232198	-0.055586	-0.0533506
					0.352467	0.22243	-0.0573273	-0.0530033
					0.35912	0.234344	-0.0571481	-0.0536126
					0.361265	0.237881	-0.0564858	-0.0545789
					0.345107	0.239209	-0.0546602	-0.0552363
					0.363436	0.217111	-0.0542158	-0.0546916
					0.365454	0.229828	-0.0566466	-0.0521944
					0.364363	0.239214	-0.0551022	-0.0532236
					0.352389	0.231219	-0.0553266	-0.0525954
					0.364321	0.22954	-0.0557284	-0.0521538
					0.3592	0.222348	-0.0526043	-0.0535684
					0.360126	0.225427	-0.0539405	-0.0502448
					0.359122	0.223503	-0.0560439	-0.0551101
					0.374665	0.22276	-0.0564689	-0.0513819
					0.368745	0.231517	-0.0537388	-0.053525
					0.371615	0.237221	-0.0550494	-0.0530463
					0.368641	0.220473	-0.0536972	-0.0532555
					0.372235	0.227134	-0.0545367	-0.0535628
					0.354253	0.227513	-0.0557264	-0.0535036
					0.366157	0.229379	-0.0552169	-0.0523136
					0.36394	0.240336	-0.0564989	-0.0544836
					0.354181	0.226784	-0.0545775	-0.0535395
					0.361796	0.24439	-0.0532566	-0.0536014
					0.363026	0.235991	-0.0579181	-0.0501879
					0.364691	0.234351	-0.0551711	-0.0497527
					0.35933	0.231286	-0.0556503	-0.0533257
					0.365285	0.222133	-0.0528943	-0.0518037
					0.359619	0.241326	-0.0543528	-0.0534847
					0.372278	0.235272	-0.054042	-0.0523932
					0.352834	0.240106	-0.0540886	-0.0531376
					0.360904	0.233957	-0.055381	-0.051369
					0.36301	0.22997	-0.0534132	-0.0522245
					0.358821	0.23061	-0.0553411	-0.0545044
					0.357317	0.217084	-0.0542443	-0.0523503
					0.344443	0.235475	-0.0545267	-0.0520377
					0.36411	0.234512	-0.0551026	-0.0517581
					0.358992	0.231878	-0.0550313	-0.0517117
					0.355807	0.227249	-0.0541305	-0.0522006
					0.355369	0.240048	-0.0562931	-0.0508124
					0.357342	0.234119	-0.0548634	-0.0549512
					0.361779	0.230122	-0.0526346	-0.0507284
					0.361657	0.236373	-0.0541784	-0.0534532
					0.351451	0.230247	-0.0524686	-0.0527629
					0.358707	0.235199	-0.055276	-0.0520898
					0.359907	0.231942	-0.0535949	-0.0551322
					0.357768	0.23016	-0.0515278	-0.0511115
					0.36525	0.227755	-0.0536215	-0.0517017
					0.358808	0.23085	-0.055789	-0.0533421
					0.347405	0.231712	-0.0557289	-0.0514903
					0.360459	0.232056	-0.0546953	-0.0525988
					0.365197	0.232639	-0.0548428	-0.0522582
					0.361626	0.229602	-0.0557681	-0.0513108
					0.346013	0.222089	-0.0541687	-0.0542147
					0.355623	0.229668	-0.0545821	-0.0501748
					0.360127	0.229597	-0.0549206	-0.048851
					0.356076	0.238687	-0.0544281	-0.0518606
					0.353952	0.228102	-0.0542666	-0.0516805
					0.363698	0.232157	-0.0534629	-0.0508504
					0.357229	0.241884	-0.0537453	-0.053125
					0.362875	0.230139	-0.0561174	-0.0524179
					0.364792	0.240649	-0.0555007	-0.051095
					0.357028	0.236078	-0.0544497	-0.0523675
					0.34548	0.231114	-0.0575699	-0.0520341
					0.375401	0.225471	-0.0558847	-0.0526612
					0.360854	0.236738	-0.0550414	-0.0510927
					0.356128	0.242472	-0.0530045	-0.0528368
					0.346793	0.242198	-0.0515983	-0.0536553
					0.372114	0.223865	-0.0560279	-0.0553585
					0.348467	0.232255	-0.0546966	-0.0535062
					0.356209	0.230512	-0.0525253	-0.0544363
					0.361913	0.218276	-0.0529619	-0.0516021
					0.355135	0.226613	-0.0559832	-0.0508986
					0.366661	0.228205	-0.0548574	-0.0514592
					0.346831	0.237721	-0.0558983	-0.0519209
					0.35533	0.218901	-0.056479	-0.0531183
					0.368343	0.226398	-0.054948	-0.0517396
					0.357719	0.221538	-0.0557412	-0.0524491
					0.3737	0.221439	-0.0565351	-0.0527874
					0.358182	0.230006	-0.0555128	-0.053406
					0.370167	0.224058	-0.0534394	-0.0522383
					0.356007	0.227671	-0.0552478	-0.0513127
					0.351831	0.234602	-0.0546207	-0.0539487
					0.364252	0.236634	-0.0553069	-0.0528857
					0.348445	0.228999	-0.0570123	-0.0543208
					0.357318	0.239194	-0.0558878	-0.0527324
					0.361471	0.229099	-0.0563055	-0.0538777
					0.365802	0.230311	-0.0557635	-0.0508503
					0.376687	0.230711	-0.0533759	-0.0519768
					0.355958	0.234946	-0.0580277	-0.052953
					0.360253	0.232706	-0.0542305	-0.0550228
					0.369149	0.236945	-0.0544721	-0.0525053
					0.362171	0.234616	-0.0554954	-0.0534002
					0.362377	0.233452	-0.0549081	-0.052174
					0.363046	0.228686	-0.0567495	-0.0514723
					0.357252	0.230127	-0.0514563	-0.05604
					0.366547	0.242892	-0.0568611	-0.0547626
					0.354661	0.233132	-0.0551052	-0.0536729
					0.362551	0.236295	-0.055244	-0.0521449
					0.363724	0.238729	-0.0542825	-0.0539638
					0.368475	0.225195	-0.0535486	-0.0540746
					0.355899	0.224625	-0.0547103	-0.0522099
					0.360834	0.227784	-0.0558813	-0.0527787
					0.352411	0.237493	-0.0543728	-0.0524782
					0.362624	0.226935	-0.0550842	-0.0542051
					0.352218	0.231648	-0.0562073	-0.0523243
					0.357344	0.238356	-0.0547936	-0.0515926
					0.369347	0.228811	-0.0549872	-0.0539328
					0.36074	0.23264	-0.0554314	-0.0510308
					0.356109	0.231209	-0.0562521	-0.0528921
					0.359749	0.229914	-0.0527468	-0.0528895
					0.348869	0.233884	-0.0535468	-0.0510844
					0.350593	0.229039	-0.055606	-0.0525927
					0.380585	0.236609	-0.0559334	-0.0538425
					0.365828	0.231837	-0.0547595	-0.0510604
					0.352116	0.231571	-0.0549716	-0.0529836
					0.364208	0.223676	-0.0531471	-0.0505314
					0.363284	0.238286	-0.0543592	-0.0527618
					0.356604	0.229091	-0.0559979	-0.0540718
					0.371926	0.236754	-0.0570633	-0.0502785
					0.35908	0.238428	-0.0562793	-0.0512927
					0.362887	0.2246	-0.0533897	-0.0532771
					0.358717	0.222942	-0.0556074	-0.0515506
					0.362593	0.221328	-0.0539874	-0.0522522
					0.359474	0.235627	-0.0555218	-0.0514983
					0.352621	0.227396	-0.0558411	-0.0526113
					0.359878	0.23412	-0.0549615	-0.0534936
					0.35886	0.232325	-0.0576947	-0.0535713
					0.365708	0.225647	-0.0560682	-0.0515912
					0.356223	0.228088	-0.0550667	-0.0531329
					0.366062	0.228169	-0.0528084	-0.0514228
					0.375018	0.23484	-0.0545963	-0.0521969
					0.367597	0.242359	-0.0549566	-0.0528072
					0.361994	0.231814	-0.0541509	-0.0512881
					0.357444	0.229391	-0.0552834	-0.0508699
					0.365051	0.228373	-0.0556857	-0.053243
					0.359402	0.222604	-0.0527875	-0.0543095
					0.352379	0.23817	-0.0546121	-0.0520192
					0.373624	0.237818	-0.0539096	-0.0534018
					0.347631	0.234142	-0.0561179	-0.0513794
					0.35545	0.229185	-0.0555667	-0.0511996
					0.358766	0.238035	-0.0558023	-0.0509049
					0.343826	0.230103	-0.0552961	-0.0537338
					0.347075	0.234108	-0.0550809	-0.0528166
					0.358267	0.22128	-0.0550979	-0.0507803
					0.375368	0.237451	-0.0549137	-0.051698
					0.36142	0.241888	-0.0538163	-0.052887
					0.347475	0.225799	-0.0566882	-0.0511399
					0.34536	0.22142	-0.0539027	-0.0522875
					0.356199	0.236699	-0.0568067	-0.0518734
					0.352352	0.232063	-0.0550961	-0.0531811
					0.364431	0.228771	-0.055908	-0.0539842
					0.361103	0.222641	-0.0550649	-0.0534352
					0.345667	0.229762	-0.0562019	-0.0526349
					0.362191	0.224776	-0.0539299	-0.0520516
					0.36553	0.231939	-0.0538709	-0.0540993
					0.365366	0.217809	-0.0558485	-0.0522939
					0.338614	0.226456	-0.0533929	-0.0560014
					0.36446	0.229195	-0.0543808	-0.0527019
					0.35947	0.225725	-0.0555298	-0.0522489
					0.355638	0.222092	-0.054136	-0.0509162
					0.352683	0.230464	-0.0540404	-0.0509539
					0.367281	0.23232	-0.0542033	-0.0526094
					0.376305	0.244477	-0.0553732	-0.0544062
					0.355735	0.226974	-0.0552032	-0.0528314
					0.357973	0.234628	-0.0540688	-0.0526741
					0.358194	0.220902	-0.0557443	-0.0519246
					0.372018	0.232555	-0.0553969	-0.054663
					0.358564	0.235305	-0.0584715	-0.0521176
					0.363357	0.242566	-0.0561757	-0.0547193
					0.361256	0.218325	-0.0549681	-0.0510568
					0.350953	0.228698	-0.0528808	-0.0508314
					0.35549	0.232137	-0.0559075	-0.0539483
					0.362736	0.228507	-0.0548913	-0.0524731
					0.358296	0.225521	-0.0558678	-0.0530192
					0.345288	0.226186	-0.0550566	-0.0515903
					0.361725	0.223722	-0.0542478	-0.0521681
					0.37118	0.22574	-0.0558231	-0.0511391
					0.363541	0.221319	-0.0545803	-0.0514501
					0.345157	0.230406	-0.0550055	-0.0519231
					0.368686	0.224903	-0.0547743	-0.0516317
					0.365699	0.233708	-0.0546101	-0.0518057
					0.346945	0.237599	-0.0540813	-0.0522437
					0.352548	0.236238	-0.0553345	-0.0491962
					0.356954	0.231337	-0.0559029	-0.0534236
					0.353085	0.241846	-0.0570899	-0.0511735
					0.363791	0.240344	-0.0561159	-0.0539498
					0.3493	0.23822	-0.0558876	-0.0535645
					0.347106	0.233783	-0.0568669	-0.05173
					0.363693	0.225863	-0.0561932	-0.0514363
					0.359036	0.223927	-0.0556138	-0.0533749
					0.35177	0.233668	-0.0563655	-0.0529478
					0.352586	0.236332	-0.0526952	-0.0530203
					0.349347	0.236727	-0.0559414	-0.0527233
					0.358735	0.229176	-0.0551662	-0.0523722
					0.368529	0.225765	-0.0538449	-0.0519542
					0.366906	0.237854	-0.0534221	-0.0542748
					0.35497	0.233494	-0.0545561	-0.0535199
					0.359567	0.224577	-0.0542022	-0.0532123
					0.351514	0.223951	-0.0557652	-0.053666
					0.365351	0.216928	-0.0552507	-0.0520333
					0.353938	0.232733	-0.0541211	-0.0535617
					0.361307	0.232271	-0.0545227	-0.0518575
					0.373375	0.227787	-0.053439	-0.0544448
					0.376506	0.237504	-0.0529575	-0.0539024
					0.36201	0.23726	-0.0554817	-0.0509658
					0.364006	0.229108	-0.0557922	-0.0511551
					0.352329	0.226224	-0.0555198	-0.0526348
					0.353584	0.226144	-0.0541563	-0.0511398
					0.356566	0.224865	-0.0580299	-0.0528567
					0.36223	0.240276	-0.0539539	-0.0523289
					0.369532	0.228993	-0.0527872	-0.0522856
					0.356598	0.226925	-0.0537879	-0.0542696
					0.367113	0.242399	-0.0541024	-0.0533754
					0.359961	0.222959	-0.0569138	-0.0536679
					0.355846	0.227619	-0.0561363	-0.0557431
					0.358428	0.228123	-0.0530617	-0.0509837
					0.360692	0.228685	-0.054994	-0.0523946
					0.358204	0.224587	-0.0560592	-0.0533057
					0.359192	0.223435	-0.0540132	-0.0550293
					0.360576	0.234075	-0.0523566	-0.0524392
					0.368846	0.230181	-0.0567562	-0.0523571
					0.370091	0.245388	-0.0562027	-0.0516194
					0.359069	0.227484	-0.0563079	-0.0520264
					0.363534	0.229969	-0.0564169	-0.0527293
					0.371974	0.232421	-0.0552421	-0.0499062
					0.348201	0.236822	-0.0542817	-0.0523646
					0.374128	0.233051	-0.0546119	-0.0523246
					0.372667	0.226954	-0.054571	-0.0530392
					0.349055	0.225927	-0.0533938	-0.0512348
					0.36787	0.238489	-0.0547508	-0.0532687
					0.34298	0.216002	-0.053789	-0.052127
					0.356198	0.230099	-0.0541613	-0.053
					0.352908	0.240815	-0.0564995	-0.0507461
					0.357608	0.228035	-0.0549688	-0.0540562
					0.365046	0.249301	-0.0532388	-0.0511073
					0.366902	0.244072	-0.0567477	-0.0523252
					0.34581	0.222673	-0.0546852	-0.0521028
					0.364409	0.243228	-0.0552204	-0.0530847
					0.367654	0.232766	-0.0562505	-0.0525885
					0.345119	0.222175	-0.0550905	-0.0521895
					0.356974	0.235243	-0.0531383	-0.0512275
					0.372437	0.228003	-0.0552638	-0.0538539
					0.367587	0.235654	-0.0567044	-0.0503832
					0.351274	0.235361	-0.0549436	-0.0524237
					0.364079	0.220212	-0.0544163	-0.0524254
					0.349708	0.232703	-0.0559087	-0.0518102
					0.362778	0.231714	-0.0548854	-0.0544812
					0.372112	0.244498	-0.0541214	-0.0538746
					0.367071	0.228486	-0.0531163	-0.0521553
					0.352645	0.222953	-0.0568449	-0.0519969
					0.358105	0.223935	-0.0541268	-0.0538335
					0.359973	0.230191	-0.0544039	-0.0527817
					0.353283	0.237064	-0.0559183	-0.0525596
					0.365569	0.22278	-0.0545679	-0.0514897
					0.358286	0.228707	-0.0571419	-0.0507339
					0.372969	0.226954	-0.0561862	-0.0506268
					0.370375	0.219929	-0.0563162	-0.0523072
					0.365682	0.22506	-0.0537472	-0.0495363
					0.360326	0.2322	-0.0549355	-0.0524538
					0.359952	0.233294	-0.0540224	-0.052657
					0.354697	0.237759	-0.0529362	-0.0513963
					0.351777	0.230127	-0.0557924	-0.0523283
					0.361863	0.226151	-0.0533244	-0.0526071
					0.368917	0.229031	-0.0569445	-0.0532154
					0.351521	0.230881	-0.0571622	-0.0502995
					0.371493	0.230869	-0.0543583	-0.0526519
					0.362908	0.23572	-0.0563239	-0.0496193
					0.362751	0.221394	-0.0550725	-0.051294
					0.367966	0.234224	-0.0544254	-0.0529583
					0.364894	0.235847	-0.0555103	-0.0510209
					0.363849	0.232694	-0.0566306	-0.0512172
					0.375126	0.226791	-0.054456	-0.0521506
					0.363347	0.228755	-0.0566619	-0.0514159
					0.369734	0.227453	-0.0548742	-0.0535495
					0.364313	0.237698	-0.0550009	-0.0552903
					0.366967	0.234396	-0.0539449	-0.0538223
					0.368947	0.241743	-0.055836	-0.0532141
					0.369376	0.242373	-0.0542643	-0.0522944
					0.358189	0.237464	-0.0550634	-0.0521101
					0.364875	0.23731	-0.057038	-0.0540391
					0.353737	0.221896	-0.0533967	-0.0536423
					0.360727	0.230759	-0.0535565	-0.0527319
					0.370463	0.225261	-0.0559483	-0.0506525
					0.356055	0.230758	-0.0560032	-0.0537773
					0.376787	0.232367	-0.054999	-0.0529435
					0.366142	0.23043	-0.0564539	-0.0510056
					0.362953	0.235104	-0.0564808	-0.0515453
					0.375642	0.227824	-0.0548302	-0.0550194
					0.360263	0.220744	-0.0540027	-0.0536784
					0.366671	0.230272	-0.0565118	-0.0521666
					0.359983	0.239562	-0.0549019	-0.0526293
					0.353414	0.234615	-0.0548461	-0.0519583
					0.363217	0.220309	-0.05589	-0.053499
					0.372963	0.228835	-0.0559113	-0.0534447
					0.366575	0.245141	-0.05369	-0.0519452
					0.371057	0.23908	-0.0531197	-0.0540655
					0.354135	0.237524	-0.0536518	-0.0514011
					0.358198	0.231992	-0.0554658	-0.0529979
					0.371874	0.239084	-0.0553455	-0.054075
					0.383775	0.228683	-0.0554819	-0.0513788
					0.358389	0.223646	-0.056742	-0.0531453
					0.34523	0.236716	-0.0549403	-0.0521552
					0.361438	0.220221	-0.0577563	-0.0530475
					0.36776	0.221499	-0.055217	-0.0516392
					0.355529	0.227028	-0.0542924	-0.0522957
					0.356911	0.225161	-0.0529233	-0.0540548
					0.369154	0.227509	-0.0552495	-0.0521233
					0.345609	0.228922	-0.0544386	-0.0537928
					0.36225	0.234895	-0.054585	-0.0558539
					0.348175	0.229003	-0.0556078	-0.0541375
					0.359616	0.230946	-0.0538097	-0.053501
					0.362314	0.221268	-0.0530559	-0.0527438
					0.355732	0.226821	-0.0521523	-0.0541486
					0.349404	0.227585	-0.0549106	-0.0512992
					0.352565	0.230294	-0.0529854	-0.0538686
					0.352641	0.22451	-0.0541039	-0.0513474
					0.358636	0.228139	-0.0556839	-0.0514109
					0.364523	0.23083	-0.055443	-0.0499664
					0.353698	0.235935	-0.0557112	-0.0527194
					0.375895	0.228746	-0.0579651	-0.05153
					0.359638	0.228531	-0.056016	-0.0515453
					0.369636	0.234	-0.0538018	-0.0522839
					0.356808	0.23089	-0.0546494	-0.0511066
					0.364672	0.232041	-0.0533707	-0.0516595
					0.369324	0.214049	-0.052815	-0.0536304
					0.348023	0.232896	-0.0561258	-0.0528785
					0.346121	0.224807	-0.0560379	-0.0516749
					0.368461	0.236337	-0.0556594	-0.0544711
					0.353933	0.230592	-0.052946	-0.0535338
					0.354811	0.233567	-0.0562672	-0.0525059
					0.344429	0.239033	-0.0557614	-0.0522654
					0.348535	0.232556	-0.0542312	-0.0521707
					0.355429	0.232627	-0.0539194	-0.0531951
					0.370408	0.223918	-0.056555	-0.0513276
					0.363823	0.217989	-0.0555579	-0.0524067
					0.355988	0.243337	-0.0549515	-0.0543439
					0.355061	0.249605	-0.0568093	-0.0519846
					0.356219	0.226706	-0.0544107	-0.0504866
					0.363764	0.226699	-0.0578726	-0.0498208
					0.366244	0.236555	-0.053665	-0.0523463
					0.359747	0.232954	-0.0572935	-0.0528106
					0.368858	0.226078	-0.054244	-0.0530114
					0.361303	0.235384	-0.0554434	-0.0562429
					0.345328	0.233675	-0.0533689	-0.0529728
					0.356554	0.222281	-0.0544352	-0.0533621
					0.363831	0.231559	-0.0550027	-0.0535786
					0.356925	0.245957	-0.054138	-0.0518813
					0.367084	0.223497	-0.0566941	-0.0508913
					0.355169	0.228882	-0.0563515	-0.04959
					0.365434	0.223691	-0.0548011	-0.0539391
					0.355472	0.234436	-0.0545191	-0.0533715
					0.362661	0.235607	-0.0576832	-0.0508265
					0.362287	0.228792	-0.0545982	-0.052901
					0.351107	0.237363	-0.0554289	-0.0538301
					0.373934	0.219587	-0.0546476	-0.0514413
					0.366222	0.216907	-0.0534051	-0.0523675
					0.355476	0.230133	-0.0539588	-0.0505241
					0.353006	0.22546	-0.0563216	-0.0536763
					0.367398	0.227563	-0.0558067	-0.0522179
					0.356184	0.233613	-0.0549278	-0.0513975
					0.352748	0.227676	-0.054838	-0.0523364
					0.358469	0.227407	-0.056519	-0.0551784
					0.36625	0.23067	-0.0564964	-0.0523581
					0.365403	0.228217	-0.0564311	-0.0519215
					0.349653	0.241181	-0.0558417	-0.0537462
					0.356626	0.223114	-0.0560081	-0.054661
					0.356724	0.230682	-0.0543529	-0.0508416
					0.362737	0.232381	-0.0548194	-0.0515069
					0.353513	0.23439	-0.0546192	-0.0529079
					0.355811	0.225891	-0.0560278	-0.052796
					0.36321	0.239346	-0.0556491	-0.0542566
					0.366068	0.236317	-0.0547412	-0.0528568
					0.370786	0.231051	-0.0539813	-0.0512175
					0.353204	0.232144	-0.0575236	-0.0534362
					0.369485	0.234931	-0.0545171	-0.0529769
					0.358805	0.226739	-0.0555766	-0.0551485
					0.353615	0.236182	-0.0545763	-0.0538408
					0.357223	0.234682	-0.0559525	-0.0545167
					0.372214	0.235301	-0.0554457	-0.0542068
					0.371372	0.222197	-0.056269	-0.0530725
					0.361158	0.229353	-0.0554012	-0.0540656
					0.360599	0.223176	-0.056662	-0.0546923
					0.364762	0.232197	-0.0548597	-0.0506769
					0.369775	0.237334	-0.0552829	-0.0533996
					0.34745	0.236085	-0.0566556	-0.0521336
					0.368661	0.22384	-0.0576488	-0.0527594
					0.351469	0.233072	-0.0546258	-0.0522138
					0.365104	0.229243	-0.0556833	-0.0513944
					0.360455	0.233209	-0.0567587	-0.0510426
					0.362815	0.225494	-0.0548598	-0.0546708
					0.353905	0.21658	-0.0555679	-0.0520356
					0.361832	0.231743	-0.0526906	-0.0509543
					0.348281	0.235021	-0.0554223	-0.0514229
					0.35072	0.220818	-0.0518792	-0.0503484
					0.361481	0.240787	-0.0564957	-0.0530557
					0.353949	0.23343	-0.0550461	-0.054828
					0.360931	0.223006	-0.0534414	-0.0507357
					0.365559	0.248627	-0.0543319	-0.052791
					0.350945	0.228753	-0.0544995	-0.054477
					0.362066	0.234615	-0.0532291	-0.0534764
					0.365583	0.240973	-0.0549612	-0.0544996
					0.351209	0.240276	-0.0545089	-0.0533669
					0.374754	0.223873	-0.0553516	-0.0538082
					0.371491	0.240314	-0.054719	-0.0543266
					0.356458	0.229815	-0.0545172	-0.0528579
					0.357621	0.233062	-0.0551324	-0.0535594
					0.3598	0.238394	-0.056302	-0.0517747
					0.379045	0.232265	-0.0541856	-0.0536627
					0.354968	0.223313	-0.0540534	-0.0520083
					0.365936	0.236611	-0.0560793	-0.0548974
					0.368065	0.223845	-0.0536695	-0.0532509
					0.354226	0.236544	-0.0549158	-0.0519793
					0.359286	0.238126	-0.0541174	-0.0525698
					0.365129	0.224735	-0.0534112	-0.0541403
					0.350458	0.244557	-0.0566376	-0.052484
					0.362506	0.231078	-0.0552154	-0.0518516
					0.362712	0.228049	-0.0590898	-0.0515033
					0.363075	0.216649	-0.0575956	-0.0522864
					0.358576	0.234813	-0.0574374	-0.0535352
					0.360806	0.212079	-0.0551046	-0.0542938
					0.35168	0.228326	-0.0575994	-0.0528274
					0.351756	0.23311	-0.0540783	-0.0513082
					0.353673	0.227021	-0.0543345	-0.0538717
					0.357915	0.231736	-0.0544004	-0.0508497
					0.357306	0.233963	-0.0544304	-0.0508497
					0.364638	0.223817	-0.055496	-0.0524848
					0.356681	0.232498	-0.0567282	-0.0532417
